scenario,seed,vehicle_id,duration_s,time_loss_s,waiting_time_s,depart_delay_s,route_length_m,co2_mg,nox_mg,fuel_mg
baseline,2,north_to_south_12.20,92.0,19.84,8.0,0.76,994.9,234685.081823,90.378118,74854.661268
baseline,2,north_to_south_12.13,114.0,41.76,25.0,0.14,994.9,279589.560554,110.989231,89178.07618
baseline,2,south_to_north_13.9,104.0,21.71,10.0,0.35,994.9,248552.956139,97.010584,79278.116124
baseline,2,south_to_north_13.12,88.0,5.58,0.0,0.47,994.9,200171.226163,72.227551,63846.093646
baseline,2,south_to_north_13.11,94.0,12.63,0.0,0.77,994.9,203850.724833,77.970433,65019.648053
baseline,2,north_to_south_12.22,88.0,15.59,3.0,0.94,994.9,216843.771499,81.329858,69163.900561
baseline,2,north_to_south_12.14,113.0,38.05,22.0,0.23,994.9,294872.494855,119.130578,94052.327151
baseline,2,north_to_south_12.21,92.0,20.24,7.0,0.85,994.9,244680.935686,95.277707,78042.744257
baseline,2,south_to_north_13.13,85.0,10.01,0.0,0.18,994.9,199586.069487,74.27159,63659.123988
baseline,2,north_to_south_12.16,109.0,30.56,16.0,0.41,994.9,266639.26189,106.525469,85047.011586
baseline,2,south_to_north_13.15,76.0,3.5,0.0,0.59,994.9,179127.662036,62.826241,57133.854835
baseline,2,north_to_south_12.19,101.0,29.25,13.0,0.67,994.9,267201.208598,106.194366,85225.89302
baseline,2,north_to_south_12.24,87.0,12.54,0.0,0.11,994.9,212101.733285,80.479767,67651.102292
baseline,2,south_to_north_13.14,83.0,3.84,0.0,0.88,994.9,173386.046264,62.542095,55302.628493
baseline,2,north_to_south_12.26,83.0,10.88,0.0,0.29,994.9,217621.212271,82.451864,69411.388262
baseline,2,north_to_south_12.27,82.0,9.58,0.0,0.38,994.9,211342.392425,80.115112,67408.636933
baseline,2,south_to_north_13.16,76.0,3.54,0.0,0.3,994.9,172010.405668,60.681036,54863.743345
baseline,2,north_to_south_12.23,95.0,9.94,0.0,0.02,994.9,210735.091606,77.49788,67215.698694
baseline,2,north_to_south_12.25,91.0,7.93,0.0,0.2,994.9,198141.32135,74.781518,63198.415693
baseline,2,south_to_north_13.17,75.0,3.35,0.0,0.0,994.9,163421.856073,58.488789,52124.303039
baseline,2,north_to_south_12.29,81.0,4.24,0.0,0.55,994.9,173233.269109,61.735126,55253.905603
baseline,2,north_to_south_12.30,79.0,3.66,0.0,0.64,994.9,175027.97015,62.02054,55826.284346
baseline,2,north_to_south_12.31,79.0,4.27,0.0,0.73,994.9,177181.749277,62.750992,56513.261051
baseline,2,west_to_east_15.9,120.0,47.61,40.0,0.73,994.9,305797.55841,122.534271,97537.903318
baseline,2,west_to_east_15.10,114.0,41.67,34.0,0.26,994.9,279297.997899,112.173616,89085.355533
baseline,2,east_to_west_14.10,121.0,47.35,39.0,0.56,994.9,303344.650956,122.468043,96755.524462
baseline,2,west_to_east_15.12,103.0,31.15,20.0,0.31,994.9,261159.952007,101.24928,83299.640565
baseline,2,east_to_west_14.13,106.0,32.77,23.0,0.03,994.9,257652.75635,100.872259,82181.110654
baseline,2,east_to_west_14.11,118.0,37.89,29.0,0.72,994.9,280551.198917,109.653547,89485.301436
baseline,2,east_to_west_14.12,113.0,41.36,27.0,0.87,994.9,283629.999836,113.784306,90466.838527
baseline,2,west_to_east_15.11,113.0,33.04,22.0,0.79,994.9,248357.19104,98.331069,79216.29759
baseline,2,east_to_west_14.15,97.0,22.68,12.0,0.34,994.9,238710.318714,91.688338,76138.766463
baseline,2,west_to_east_15.14,94.0,17.56,8.0,0.36,994.9,217142.23396,83.38708,69259.291739
baseline,2,east_to_west_14.18,80.0,8.06,0.0,0.81,994.9,201085.171262,75.529527,64137.081847
baseline,2,west_to_east_15.13,102.0,29.69,17.0,0.84,994.9,248919.286729,97.919273,79395.075469
baseline,2,west_to_east_15.16,83.0,10.65,0.0,0.42,994.9,205911.790527,78.236281,65676.562433
baseline,2,west_to_east_15.15,90.0,18.38,5.0,0.89,994.9,233470.271287,90.689843,74466.796248
baseline,2,east_to_west_14.19,76.0,4.02,0.0,0.96,994.9,175994.092497,65.982039,56134.068375
baseline,2,east_to_west_14.14,107.0,24.36,14.0,0.18,994.9,240137.275949,92.923297,76594.263083
baseline,2,east_to_west_14.16,96.0,23.82,10.0,0.5,994.9,241171.82815,94.96791,76923.578189
baseline,2,east_to_west_14.20,76.0,3.51,0.0,0.12,994.9,174000.446606,61.955736,55498.430087
baseline,2,west_to_east_15.18,76.0,3.54,0.0,0.47,994.9,178734.569563,64.916619,57008.304941
baseline,2,west_to_east_15.17,85.0,4.37,0.0,0.94,994.9,175769.624054,62.709512,56063.01906
baseline,2,west_to_east_15.19,75.0,3.38,0.0,0.99,994.9,162041.742978,57.430851,51684.147379
baseline,2,east_to_west_14.17,101.0,6.16,0.0,0.65,994.9,191121.096725,71.428087,60959.690893
baseline,2,east_to_west_14.21,82.0,4.36,0.0,0.28,994.9,174565.273462,62.809145,55678.720096
baseline,2,south_to_north_13.18,115.0,43.01,34.0,0.71,994.9,293774.846641,117.967015,93702.879724
baseline,2,north_to_south_12.33,116.0,39.61,32.0,0.9,994.9,280550.665737,110.845315,89485.038133
baseline,2,north_to_south_12.35,111.0,39.33,29.0,0.08,994.9,275871.729681,109.503487,87992.486871
baseline,2,south_to_north_13.20,107.0,34.95,26.0,0.12,994.9,269673.450962,105.419823,86015.334784
baseline,2,south_to_north_13.19,113.0,36.4,27.0,0.41,994.9,268513.823343,106.627656,85645.559139
baseline,2,north_to_south_12.36,110.0,38.14,28.0,0.17,994.9,280197.680614,110.933264,89372.154957
baseline,2,south_to_north_13.21,103.0,31.34,19.0,0.83,994.9,264094.833597,106.129036,84235.364926
baseline,2,south_to_north_13.22,98.0,25.88,16.0,0.53,994.9,243339.805577,93.163048,77615.597417
baseline,2,north_to_south_12.39,103.0,31.08,21.0,0.43,994.9,258284.260688,102.117721,82382.340739
baseline,2,south_to_north_13.23,95.0,20.35,8.0,0.24,994.9,231981.202037,90.172319,73992.200066
baseline,2,south_to_north_13.24,91.0,14.91,5.0,0.94,994.9,210592.45726,79.707798,67170.108674
baseline,2,south_to_north_13.25,86.0,13.76,2.0,0.65,994.9,221304.324401,85.785863,70586.248022
baseline,2,north_to_south_12.40,104.0,27.65,17.0,0.52,994.9,248219.251634,97.095558,79172.046224
baseline,2,south_to_north_13.26,83.0,8.54,0.0,0.36,994.9,211624.566879,80.425993,67498.712775
baseline,2,south_to_north_13.27,78.0,5.0,0.0,0.06,994.9,193521.919939,70.765521,61724.828771
baseline,2,north_to_south_12.42,99.0,25.24,14.0,0.7,994.9,246295.189329,95.298634,78558.110776
baseline,2,north_to_south_12.43,98.0,25.83,14.0,0.78,994.9,253317.584175,100.38759,80797.671163
baseline,2,north_to_south_12.28,143.0,45.33,34.0,0.46,994.9,308278.320611,123.384555,98329.774557
baseline,2,north_to_south_12.45,94.0,21.55,9.0,0.96,994.9,231458.371042,89.309766,73825.467767
baseline,2,north_to_south_12.32,133.0,48.91,30.0,0.82,994.9,298983.459417,121.110712,95364.488152
baseline,2,north_to_south_12.34,128.0,52.97,29.0,0.99,994.9,309873.32811,126.630895,98837.586305
baseline,2,north_to_south_12.37,121.0,48.99,27.0,0.26,994.9,296746.179712,121.594023,94650.219359
baseline,2,south_to_north_13.29,75.0,3.1,0.0,0.47,994.9,174234.683872,61.21047,55573.191752
baseline,2,north_to_south_12.48,90.0,10.75,0.0,0.22,994.9,205585.038913,75.457063,65572.853499
baseline,2,north_to_south_12.38,121.0,36.49,19.0,0.34,994.9,298656.764798,120.354188,95259.506235
baseline,2,north_to_south_12.49,89.0,13.4,0.0,0.31,994.9,214281.719987,80.040007,68346.487367
baseline,2,north_to_south_12.52,81.0,9.19,0.0,0.58,994.9,201321.785658,74.87189,64212.655137
baseline,2,north_to_south_12.41,114.0,28.96,12.0,0.61,994.9,276956.633591,110.150175,88337.833369
baseline,2,north_to_south_12.44,106.0,29.41,6.0,0.87,994.9,282532.616147,114.541891,90115.705909
baseline,2,north_to_south_12.51,86.0,13.89,0.0,0.49,994.9,229019.633313,88.319268,73046.917377
baseline,2,north_to_south_12.47,100.0,28.03,3.0,0.14,994.9,260605.577145,103.900904,83121.823406
baseline,2,north_to_south_12.50,91.0,18.62,0.0,0.4,994.9,228383.677552,89.743617,72844.040273
baseline,2,south_to_north_13.28,88.0,5.0,0.0,0.77,994.9,182455.664062,66.376522,58195.550722
baseline,2,north_to_south_12.55,77.0,5.3,0.0,0.84,994.9,187405.666441,69.72717,59773.918172
baseline,2,north_to_south_12.56,76.0,4.17,0.0,0.93,994.9,175281.714577,64.169466,55906.975818
baseline,2,north_to_south_12.46,107.0,10.42,0.0,0.05,994.9,214015.941887,81.014502,68262.287067
baseline,2,north_to_south_12.54,84.0,6.71,0.0,0.75,994.9,180083.037662,66.556647,57438.566528
baseline,2,north_to_south_12.53,88.0,9.48,0.0,0.66,994.9,196985.98909,72.685857,62829.98102
baseline,2,east_to_west_14.22,120.0,48.14,38.0,0.43,994.9,310931.359297,123.98431,99175.421755
baseline,2,east_to_west_14.23,114.0,41.91,33.0,0.59,994.9,282702.624946,112.014427,90171.33166
baseline,2,west_to_east_15.21,113.0,40.98,32.0,0.05,994.9,292481.857272,118.146589,93290.275292
baseline,2,east_to_west_14.24,110.0,38.2,27.0,0.74,994.9,273454.024999,108.885858,87221.114311
baseline,2,east_to_west_14.26,99.0,26.68,17.0,0.06,994.9,247881.909064,95.351025,79064.308072
baseline,2,west_to_east_15.20,122.0,44.28,34.0,0.52,994.9,298075.766858,120.066075,95074.879713
baseline,2,east_to_west_14.27,95.0,22.24,12.0,0.21,994.9,238409.578752,92.891675,76042.743269
baseline,2,west_to_east_15.22,111.0,39.05,28.0,0.57,994.9,284420.138931,113.97491,90718.769871
baseline,2,west_to_east_15.23,105.0,26.9,17.0,0.1,994.9,247847.197902,94.001037,79053.503784
baseline,2,east_to_west_14.29,85.0,12.73,1.0,0.52,994.9,213012.649136,79.43482,67941.807396
baseline,2,west_to_east_15.25,95.0,15.47,3.0,0.15,994.9,213662.659823,80.831803,68149.476042
baseline,2,east_to_west_14.31,75.0,3.34,0.0,0.84,994.9,170403.93453,60.974243,54351.272321
baseline,2,west_to_east_15.24,102.0,19.66,10.0,0.62,994.9,235493.672562,90.369472,75112.90882
baseline,2,west_to_east_15.27,84.0,5.27,0.0,0.2,994.9,177699.12116,62.348263,56678.503763
baseline,2,east_to_west_14.28,96.0,23.51,8.0,0.37,994.9,237499.859909,92.495477,75752.408905
baseline,2,west_to_east_15.26,91.0,18.54,3.0,0.68,994.9,218553.918738,84.912054,69709.122366
baseline,2,west_to_east_15.28,79.0,6.66,0.0,0.73,994.9,184684.463062,69.706034,58905.918999
baseline,2,west_to_east_15.29,76.0,3.44,0.0,0.25,994.9,171439.677263,61.481409,54681.620422
baseline,2,east_to_west_14.25,118.0,24.57,14.0,0.9,994.9,262174.814368,100.683098,83623.746298
baseline,2,east_to_west_14.30,90.0,5.14,0.0,0.68,994.9,179762.884222,66.058306,57336.654553
baseline,2,east_to_west_14.32,80.0,4.01,0.0,0.99,994.9,178870.832693,63.753391,57052.002344
baseline,2,east_to_west_14.33,78.0,4.19,0.0,0.15,994.9,176902.427124,64.674508,56423.984347
baseline,2,west_to_east_15.30,76.0,3.52,0.0,0.78,994.9,176478.083534,61.592025,56288.779981
baseline,2,south_to_north_13.32,111.0,38.99,31.0,0.59,994.9,278691.91056,112.15212,88891.836845
baseline,2,north_to_south_12.57,116.0,42.55,33.0,0.02,994.9,295078.411455,116.723101,94118.76757
baseline,2,north_to_south_12.58,114.0,37.48,29.0,0.1,994.9,275646.317419,108.448538,87920.567067
baseline,2,south_to_north_13.33,108.0,35.64,26.0,0.3,994.9,259025.589197,102.191316,82619.135519
baseline,2,north_to_south_12.62,104.0,32.25,20.0,0.46,994.9,256245.499636,100.374792,81732.118846
baseline,2,south_to_north_13.35,99.0,27.15,17.0,0.71,994.9,251533.910893,98.147282,80229.077024
baseline,2,north_to_south_12.61,108.0,30.23,21.0,0.37,994.9,265325.547181,103.20735,84628.396487
baseline,2,south_to_north_13.30,128.0,44.08,35.0,0.18,994.9,302295.281696,120.213785,96420.975319
baseline,2,north_to_south_12.63,103.0,31.15,19.0,0.54,994.9,270969.62885,106.159325,86428.27821
baseline,2,south_to_north_13.31,124.0,42.05,30.0,0.89,994.9,292571.609227,116.959394,93319.205283
baseline,2,south_to_north_13.34,109.0,29.53,19.0,0.0,994.9,263172.116351,103.780778,83941.419867
baseline,2,north_to_south_12.66,96.0,23.81,11.0,0.81,994.9,250126.153657,97.32413,79779.742071
baseline,2,south_to_north_13.37,95.0,15.42,6.0,0.12,994.9,225434.618549,86.141602,71904.15641
baseline,2,north_to_south_12.59,120.0,29.51,19.0,0.19,994.9,269903.19653,106.453155,86088.643652
baseline,2,south_to_north_13.36,102.0,17.8,7.0,0.42,994.9,218736.472976,83.06457,69767.99313
baseline,2,north_to_south_12.68,94.0,16.49,6.0,0.98,994.9,213898.701285,81.602947,68224.649622
baseline,2,south_to_north_13.39,86.0,13.77,0.0,0.53,994.9,205094.899181,78.242599,65416.12098
baseline,2,north_to_south_12.60,119.0,31.6,18.0,0.28,994.9,282081.314735,112.359212,89972.701284
baseline,2,south_to_north_13.38,93.0,17.07,3.0,0.83,994.9,230778.966737,89.243047,73608.496965
baseline,2,north_to_south_12.70,91.0,16.55,3.0,0.16,994.9,216697.095555,82.084946,69117.09387
baseline,2,south_to_north_13.40,83.0,10.11,0.0,0.24,994.9,208419.452263,77.259034,66476.537978
baseline,2,north_to_south_12.64,109.0,36.62,16.0,0.63,994.9,277115.702143,110.466583,88388.559727
baseline,2,north_to_south_12.72,87.0,13.08,0.0,0.34,994.9,224706.71084,87.34183,71671.316092
baseline,2,north_to_south_12.65,108.0,35.46,15.0,0.72,994.9,279083.783594,112.119544,89016.066445
baseline,2,north_to_south_12.74,82.0,10.08,0.0,0.51,994.9,219424.564277,84.977454,69986.393097
baseline,2,north_to_south_12.67,103.0,31.13,11.0,0.9,994.9,279411.204489,112.064095,89120.236261
baseline,2,north_to_south_12.75,81.0,8.72,0.0,0.6,994.9,232904.360171,90.575758,74285.731249
baseline,2,north_to_south_12.69,100.0,18.81,3.0,0.07,994.9,247843.291519,97.144474,79051.343465
baseline,2,south_to_north_13.41,83.0,4.19,0.0,0.95,994.9,175158.8704,63.27132,55868.05836
baseline,2,north_to_south_12.76,80.0,7.49,0.0,0.69,994.9,220675.663238,83.480156,70385.485359
baseline,2,north_to_south_12.71,96.0,18.69,1.0,0.25,994.9,244447.937197,95.259241,77968.235376
baseline,2,south_to_north_13.42,80.0,4.34,0.0,0.65,994.9,177875.593995,63.944481,56734.509476
baseline,2,north_to_south_12.78,76.0,3.59,0.0,0.86,994.9,175465.817914,61.121854,55965.921423
baseline,2,north_to_south_12.73,92.0,10.05,0.0,0.42,994.9,210279.060044,81.351151,67069.665018
baseline,2,north_to_south_12.79,76.0,3.65,0.0,0.95,994.9,170602.884055,60.395923,54414.789236
baseline,2,south_to_north_13.43,80.0,3.6,0.0,0.36,994.9,177963.868225,62.485134,56762.781125
baseline,2,north_to_south_12.80,76.0,3.61,0.0,0.04,994.9,168685.319712,61.343529,53803.04016
baseline,2,north_to_south_12.77,85.0,4.93,0.0,0.78,994.9,172655.244598,61.921492,55069.633531
baseline,2,south_to_north_13.44,78.0,3.69,0.0,0.06,994.9,175227.693885,63.869543,55889.832183
baseline,2,west_to_east_15.32,111.0,38.22,30.0,0.83,994.9,277410.491422,110.267266,88483.125685
baseline,2,west_to_east_15.31,119.0,46.53,38.0,0.31,994.9,302790.872404,122.173225,96578.748086
baseline,2,east_to_west_14.35,116.0,39.61,31.0,0.46,994.9,288200.198475,113.283009,91924.915699
baseline,2,west_to_east_15.33,107.0,35.19,25.0,0.36,994.9,263690.963489,105.707626,84107.019418
baseline,2,west_to_east_15.34,100.0,27.68,18.0,0.88,994.9,253725.510617,98.063164,80928.180036
baseline,2,east_to_west_14.38,98.0,26.01,17.0,0.93,994.9,240527.348244,92.094784,76718.607496
baseline,2,west_to_east_15.35,97.0,23.98,13.0,0.41,994.9,233458.675942,89.741747,74463.796171
baseline,2,west_to_east_15.36,90.0,15.04,5.0,0.94,994.9,214031.485636,81.535506,68266.849488
baseline,2,east_to_west_14.34,126.0,42.4,32.0,0.3,994.9,285463.229512,113.512868,91052.154123
baseline,2,east_to_west_14.39,97.0,20.69,10.0,0.08,994.9,227031.580517,88.041318,72413.702358
baseline,2,east_to_west_14.36,115.0,43.19,28.0,0.62,994.9,287424.541669,116.272554,91677.179
baseline,2,west_to_east_15.37,86.0,13.83,2.0,0.46,994.9,208827.549836,79.904322,66606.825323
baseline,2,west_to_east_15.38,79.0,6.59,0.0,0.99,994.9,185966.919288,68.892172,59315.08307
baseline,2,east_to_west_14.41,87.0,14.98,3.0,0.4,994.9,219990.315934,84.29062,70167.341898
baseline,2,east_to_west_14.43,77.0,4.8,0.0,0.71,994.9,176995.818724,61.779956,56453.95777
baseline,2,west_to_east_15.39,76.0,4.03,0.0,0.51,994.9,177461.746904,64.463705,56602.350277
baseline,2,east_to_west_14.37,113.0,27.78,17.0,0.77,994.9,256733.541565,99.922932,81887.989094
baseline,2,east_to_west_14.42,85.0,11.41,0.0,0.55,994.9,201333.386093,74.429765,64216.513698
baseline,2,east_to_west_14.40,98.0,25.85,9.0,0.24,994.9,234394.865914,89.960085,74762.284836
baseline,2,west_to_east_15.40,76.0,3.63,0.0,0.04,994.9,161782.549763,55.905416,51601.600732
baseline,2,east_to_west_14.45,76.0,3.94,0.0,0.02,994.9,176070.569514,62.651452,56158.724129
baseline,2,west_to_east_15.41,78.0,3.86,0.0,0.57,994.9,175830.604431,61.775691,56082.296694
baseline,2,east_to_west_14.44,89.0,5.18,0.0,0.86,994.9,185948.525756,67.220302,59309.700887
baseline,2,north_to_south_12.81,115.0,42.26,33.0,0.13,994.9,286842.239167,113.232392,91491.777846
baseline,2,north_to_south_12.82,112.0,40.16,31.0,0.22,994.9,277031.243772,109.900774,88362.372799
baseline,2,south_to_north_13.45,114.0,38.03,29.0,0.77,994.9,279001.228829,109.397281,88990.753004
baseline,2,north_to_south_12.83,111.0,38.65,29.0,0.3,994.9,276032.54923,109.365734,88043.679524
baseline,2,south_to_north_13.46,109.0,32.74,23.0,0.48,994.9,259638.72508,101.162435,82814.68854
baseline,2,north_to_south_12.85,105.0,33.25,22.0,0.48,994.9,259495.287594,100.034277,82768.88146
baseline,2,south_to_north_13.47,106.0,34.0,22.0,0.18,994.9,273752.418902,108.235202,87316.009156
baseline,2,south_to_north_13.48,100.0,27.52,17.0,0.89,994.9,259218.421413,100.722493,82680.113369
baseline,2,north_to_south_12.87,102.0,28.04,18.0,0.66,994.9,259095.851345,100.130801,82641.17448
baseline,2,south_to_north_13.49,96.0,22.89,12.0,0.59,994.9,244306.705834,94.10503,77923.709386
baseline,2,south_to_north_13.50,94.0,14.5,4.0,0.3,994.9,212365.348237,79.273092,67735.652069
baseline,2,south_to_north_13.52,83.0,10.97,0.0,0.71,994.9,218516.129569,84.684607,69696.682937
baseline,2,north_to_south_12.86,109.0,30.54,16.0,0.57,994.9,254261.593002,99.178325,81099.374591
baseline,2,north_to_south_12.89,100.0,27.71,15.0,0.83,994.9,253536.11379,97.96748,80867.66843
baseline,2,south_to_north_13.53,80.0,7.87,0.0,0.42,994.9,206646.998623,77.864644,65911.048433
baseline,2,north_to_south_12.91,97.0,24.62,11.0,0.01,994.9,261146.430912,103.147448,83294.695147
baseline,2,south_to_north_13.51,94.0,8.23,0.0,0.01,994.9,196479.883462,71.941021,62668.819525
baseline,2,north_to_south_12.93,93.0,20.52,8.0,0.18,994.9,238721.992643,92.838796,76142.121111
baseline,2,north_to_south_12.96,85.0,13.22,1.0,0.45,994.9,210345.65737,80.834899,67090.963783
baseline,2,south_to_north_13.54,80.0,3.98,0.0,0.12,994.9,184765.217861,65.685592,58932.051856
baseline,2,north_to_south_12.99,78.0,6.17,0.0,0.71,994.9,192669.743925,70.105842,61453.065212
baseline,2,north_to_south_12.84,125.0,25.98,14.0,0.39,994.9,264823.854973,102.676243,84468.861976
baseline,2,north_to_south_12.88,113.0,30.01,13.0,0.74,994.9,240997.99898,94.819919,76868.773891
baseline,2,north_to_south_12.90,108.0,32.08,11.0,0.92,994.9,257347.45163,101.688378,82083.21377
baseline,2,south_to_north_13.55,79.0,3.75,0.0,0.83,994.9,172470.642192,62.002716,55010.547915
baseline,2,north_to_south_12.98,86.0,6.46,0.0,0.62,994.9,194752.028061,71.64106,62117.404221
baseline,2,north_to_south_12.92,105.0,26.85,8.0,0.1,994.9,249053.021768,97.744194,79437.493478
baseline,2,north_to_south_12.100,82.0,9.68,0.0,0.8,994.9,207560.229011,78.209308,66202.362204
baseline,2,north_to_south_12.94,101.0,28.95,5.0,0.27,994.9,249344.518182,97.510889,79530.308047
baseline,2,north_to_south_12.102,77.0,5.38,0.0,0.98,994.9,197744.447291,72.659306,63071.584957
baseline,2,north_to_south_12.95,100.0,27.59,4.0,0.36,994.9,252629.509461,98.990124,80577.958795
baseline,2,south_to_north_13.56,80.0,3.57,0.0,0.54,994.9,168985.661335,60.230445,53899.068274
baseline,2,north_to_south_12.103,77.0,4.95,0.0,0.06,994.9,182386.804703,65.875993,58173.284734
baseline,2,north_to_south_12.97,96.0,23.46,0.0,0.54,994.9,226579.26872,87.703781,72268.886147
baseline,2,north_to_south_12.104,76.0,3.91,0.0,0.15,994.9,184043.264951,68.225007,58701.442854
baseline,2,south_to_north_13.57,78.0,3.75,0.0,0.24,994.9,176377.257121,63.555782,56256.534163
baseline,2,north_to_south_12.101,89.0,4.86,0.0,0.89,994.9,187897.442678,67.05246,59931.392227
baseline,2,east_to_west_14.46,120.0,47.64,38.0,0.18,994.9,301564.834565,121.75413,96187.73162
baseline,2,east_to_west_14.49,104.0,32.24,19.0,0.64,994.9,257595.122592,101.606974,82162.407808
baseline,2,west_to_east_15.42,120.0,42.19,33.0,0.09,994.9,281752.748453,111.495791,89868.652726
baseline,2,west_to_east_15.43,113.0,36.62,25.0,0.62,994.9,280692.381953,108.905742,89530.11036
baseline,2,east_to_west_14.50,100.0,28.28,17.0,0.8,994.9,252386.42834,97.446646,80501.07656
baseline,2,west_to_east_15.45,102.0,26.33,16.0,0.67,994.9,248219.206687,94.961621,79172.051391
baseline,2,east_to_west_14.48,115.0,28.69,21.0,0.49,994.9,260500.245483,101.240978,83089.549168
baseline,2,west_to_east_15.47,92.0,13.17,1.0,0.72,994.9,210631.834215,79.406798,67182.578238
