scenario,seed,vehicle_id,duration_s,time_loss_s,waiting_time_s,depart_delay_s,route_length_m,co2_mg,nox_mg,fuel_mg
baseline,2,west_to_east_11.106,85.0,4.09,0.0,0.5,994.9,179699.04051,64.424863,57316.285061
baseline,2,east_to_west_10.120,77.0,3.45,0.0,0.0,994.9,167796.334146,59.255809,53519.658524
baseline,2,east_to_west_10.119,85.0,4.77,0.0,0.63,994.9,171245.375975,61.474015,54619.91936
baseline,2,north_to_south_8.230,112.0,39.53,31.0,0.17,994.9,284479.922223,112.743334,90738.104373
baseline,2,south_to_north_9.127,107.0,34.51,26.0,0.97,994.9,268126.503492,105.23787,85521.789302
baseline,2,south_to_north_9.129,99.0,26.53,18.0,0.68,994.9,258032.022373,100.459616,82301.708378
baseline,2,north_to_south_8.232,109.0,36.49,25.0,0.53,994.9,270006.569907,105.038269,86121.663587
baseline,2,north_to_south_8.229,118.0,38.33,28.0,0.99,994.9,277806.77644,108.576735,88609.935939
baseline,2,south_to_north_9.131,91.0,18.88,9.0,0.4,994.9,209322.574615,78.161916,66765.25113
baseline,2,south_to_north_9.126,118.0,36.46,28.0,0.11,994.9,281262.561162,111.096892,89712.002665
baseline,2,north_to_south_8.233,108.0,34.58,24.0,0.71,994.9,270047.301037,105.328892,86134.597156
baseline,2,south_to_north_9.133,83.0,10.91,0.0,0.11,994.9,202891.737902,75.953248,64713.544106
baseline,2,north_to_south_8.236,102.0,29.75,19.0,0.24,994.9,257113.714309,99.90727,82008.928599
baseline,2,south_to_north_9.134,79.0,6.91,0.0,0.97,994.9,182434.625065,66.51011,58188.52963
baseline,2,north_to_south_8.231,118.0,33.57,23.0,0.35,994.9,265076.377812,104.422032,84549.241049
baseline,2,south_to_north_9.128,111.0,25.74,17.0,0.82,994.9,254447.056722,98.323842,81158.653654
baseline,2,north_to_south_8.239,95.0,21.36,10.0,0.78,994.9,243350.687312,93.201008,77618.731085
baseline,2,north_to_south_8.234,111.0,38.74,22.0,0.89,994.9,280097.52727,110.648053,89340.006596
baseline,2,south_to_north_9.130,103.0,30.58,13.0,0.54,994.9,262188.382443,101.990102,83627.35572
baseline,2,south_to_north_9.135,77.0,3.83,0.0,0.83,994.9,157288.142092,54.004509,50168.134775
baseline,2,north_to_south_8.235,110.0,38.37,19.0,0.07,994.9,279970.243923,111.065659,89299.238527
baseline,2,north_to_south_8.242,90.0,14.56,4.0,0.32,994.9,217581.458917,82.119483,69399.27355
baseline,2,south_to_north_9.132,95.0,19.63,4.0,0.26,994.9,234232.818281,92.224801,74710.035693
baseline,2,north_to_south_8.237,106.0,34.22,17.0,0.42,994.9,278326.14358,110.17468,88774.623055
baseline,2,north_to_south_8.243,89.0,13.72,2.0,0.5,994.9,222498.840989,85.513648,70967.417451
baseline,2,north_to_south_8.244,87.0,12.12,0.0,0.68,994.9,212334.430972,79.316586,67725.540869
baseline,2,north_to_south_8.238,105.0,28.45,13.0,0.6,994.9,277811.993023,110.771851,88610.389323
baseline,2,north_to_south_8.246,84.0,11.95,0.0,0.03,994.9,215375.530363,82.253368,68695.094802
baseline,2,north_to_south_8.240,101.0,20.97,8.0,0.96,994.9,269914.491402,106.531293,86091.250522
baseline,2,north_to_south_8.248,81.0,4.16,0.0,0.39,994.9,175252.414381,63.2432,55897.835107
baseline,2,south_to_north_9.136,81.0,3.77,0.0,0.69,994.9,172572.025363,61.988435,55042.933055
baseline,2,south_to_north_9.137,76.0,3.83,0.0,0.55,994.9,158036.456503,57.173088,50406.563113
baseline,2,north_to_south_8.241,102.0,16.95,5.0,0.14,994.9,231436.682758,90.100549,73818.592435
baseline,2,north_to_south_8.249,79.0,7.09,0.0,0.57,994.9,185091.687065,68.620908,59035.931883
baseline,2,north_to_south_8.245,92.0,19.42,0.0,0.86,994.9,232248.235655,87.72804,74077.121859
baseline,2,north_to_south_8.250,78.0,5.81,0.0,0.75,994.9,187835.434353,70.377486,59910.966338
baseline,2,south_to_north_9.138,76.0,3.64,0.0,0.4,994.9,173801.382699,61.499197,55434.968802
baseline,2,north_to_south_8.247,91.0,4.51,0.0,0.21,994.9,182032.045064,67.056107,58060.449743
baseline,2,north_to_south_8.251,79.0,4.1,0.0,0.93,994.9,168373.324188,59.361548,53703.781656
baseline,2,north_to_south_8.253,76.0,3.79,0.0,0.29,994.9,173568.412997,63.679755,55360.490637
baseline,2,south_to_north_9.139,76.0,3.85,0.0,0.26,994.9,169236.243304,60.203475,53978.878311
baseline,2,west_to_east_11.110,111.0,38.83,30.0,0.5,994.9,283060.634626,110.790634,90285.481294
baseline,2,east_to_west_10.122,113.0,40.43,32.0,0.75,994.9,279327.831283,111.374944,89094.835034
baseline,2,east_to_west_10.124,103.0,31.33,22.0,0.5,994.9,253163.439912,98.756347,80749.10325
baseline,2,west_to_east_11.111,109.0,32.2,22.0,0.25,994.9,270252.950354,106.369097,86200.026587
baseline,2,east_to_west_10.126,95.0,22.74,12.0,0.25,994.9,227639.39968,88.021506,72607.580814
baseline,2,east_to_west_10.121,124.0,39.88,30.0,0.38,994.9,290416.447166,114.771593,92631.966719
baseline,2,west_to_east_11.113,98.0,22.94,12.0,0.75,994.9,244963.825127,95.090981,78133.35406
baseline,2,east_to_west_10.128,86.0,13.49,2.0,0.0,994.9,216277.061054,81.951771,68982.947711
baseline,2,east_to_west_10.123,115.0,35.84,25.0,0.13,994.9,281787.72829,114.388361,89878.993772
baseline,2,west_to_east_11.108,133.0,42.64,32.0,0.0,994.9,293949.827582,117.874242,93759.212532
baseline,2,east_to_west_10.127,93.0,20.42,8.0,0.63,994.9,229399.465071,89.666083,73168.634664
baseline,2,east_to_west_10.125,105.0,32.59,17.0,0.88,994.9,262864.451472,104.439255,83842.979104
baseline,2,west_to_east_11.115,90.0,10.87,1.0,0.25,994.9,209463.858044,77.014594,66810.115188
baseline,2,east_to_west_10.130,77.0,3.72,0.0,0.75,994.9,177348.541166,63.559899,56566.347105
baseline,2,west_to_east_11.109,128.0,44.43,31.0,0.75,994.9,300108.452345,121.169913,95723.196367
baseline,2,west_to_east_11.117,78.0,6.29,0.0,0.75,994.9,183937.295073,64.65456,58668.003805
baseline,2,west_to_east_11.112,112.0,39.57,21.0,0.0,994.9,279117.53863,112.435169,89027.190866
baseline,2,west_to_east_11.116,87.0,12.75,0.0,0.0,994.9,212373.357098,83.02716,67737.410625
baseline,2,east_to_west_10.131,75.0,3.05,0.0,0.13,994.9,165178.743847,58.794001,52684.678159
baseline,2,west_to_east_11.114,100.0,28.29,8.0,0.5,994.9,252845.679888,101.137302,80646.900282
baseline,2,west_to_east_11.118,78.0,3.67,0.0,0.5,994.9,177552.207611,64.874766,56631.223758
baseline,2,west_to_east_11.119,76.0,3.69,0.0,0.25,994.9,166964.257103,59.458423,53254.202874
baseline,2,east_to_west_10.132,80.0,4.08,0.0,0.5,994.9,169917.652015,62.423073,54196.170073
baseline,2,east_to_west_10.129,98.0,5.5,0.0,0.38,994.9,183903.413378,66.96603,58657.659683
baseline,2,north_to_south_8.254,114.0,41.96,33.0,0.47,994.9,278989.961942,110.658799,88987.237951
baseline,2,south_to_north_9.140,111.0,38.66,31.0,0.12,994.9,275216.930443,108.838571,87783.606996
baseline,2,south_to_north_9.142,100.0,27.75,18.0,0.84,994.9,248292.459647,95.807181,79195.288187
baseline,2,north_to_south_8.257,108.0,35.87,27.0,0.0,994.9,273714.542355,106.197449,87304.321729
baseline,2,north_to_south_8.252,124.0,44.33,36.0,0.11,994.9,300466.580429,119.620072,95837.656241
baseline,2,north_to_south_8.258,107.0,34.62,24.0,0.18,994.9,266659.815916,105.27599,85053.995295
baseline,2,north_to_south_8.255,117.0,44.87,30.0,0.65,994.9,289567.890416,115.875169,92360.939342
baseline,2,south_to_north_9.141,111.0,31.22,22.0,0.98,994.9,258107.176087,101.903406,82326.054241
baseline,2,north_to_south_8.260,104.0,28.9,18.0,0.54,994.9,247736.013487,96.469527,79017.879247
baseline,2,south_to_north_9.144,98.0,18.19,9.0,0.55,994.9,230933.718036,88.253272,73658.324487
baseline,2,north_to_south_8.256,117.0,36.37,26.0,0.82,994.9,271966.247558,108.187948,86746.793137
baseline,2,south_to_north_9.143,105.0,17.98,7.0,0.69,994.9,225810.531767,86.073904,72024.40534
baseline,2,south_to_north_9.146,90.0,10.76,0.0,0.27,994.9,208587.310453,77.320103,66530.470939
baseline,2,north_to_south_8.259,111.0,34.57,22.0,0.36,994.9,265590.598297,106.330276,84712.852249
baseline,2,north_to_south_8.262,102.0,23.27,14.0,0.9,994.9,239973.152671,91.747864,76541.814337
baseline,2,south_to_north_9.145,97.0,16.99,3.0,0.41,994.9,218620.93132,83.528194,69730.754829
baseline,2,north_to_south_8.261,107.0,28.48,17.0,0.72,994.9,270068.21788,107.778862,86140.644102
baseline,2,north_to_south_8.264,99.0,26.46,12.0,0.26,994.9,253188.410179,99.853109,80756.536547
baseline,2,south_to_north_9.147,88.0,5.22,0.0,0.13,994.9,189137.056558,68.908432,60326.632144
baseline,2,south_to_north_9.148,82.0,7.66,0.0,0.98,994.9,177296.061331,63.85608,56549.740905
baseline,2,north_to_south_8.263,103.0,31.19,15.0,0.08,994.9,258479.380688,103.474315,82444.214359
baseline,2,north_to_south_8.267,91.0,19.16,3.0,0.79,994.9,226678.427377,88.729763,72300.493198
baseline,2,south_to_north_9.149,79.0,6.95,0.0,0.84,994.9,185920.666247,67.929691,59300.42649
baseline,2,north_to_south_8.265,99.0,20.83,8.0,0.44,994.9,244950.214391,94.444883,78128.956351
baseline,2,north_to_south_8.268,90.0,12.55,1.0,0.97,994.9,216037.079564,80.437983,68906.608694
baseline,2,south_to_north_9.150,76.0,3.78,0.0,0.7,994.9,170568.373379,60.751775,54403.752823
baseline,2,north_to_south_8.270,87.0,14.85,0.0,0.33,994.9,214568.292462,82.020589,68437.788926
baseline,2,north_to_south_8.266,99.0,17.13,5.0,0.61,994.9,228404.043454,85.863673,72851.54509
baseline,2,north_to_south_8.269,92.0,20.26,4.0,0.15,994.9,225121.063752,85.467981,71804.127474
baseline,2,north_to_south_8.272,83.0,10.77,0.0,0.69,994.9,215629.733718,83.826653,68775.968625
baseline,2,north_to_south_8.271,88.0,16.0,0.0,0.51,994.9,231496.168168,89.773533,73836.995486
baseline,2,north_to_south_8.273,82.0,9.5,0.0,0.87,994.9,212622.632667,83.22711,67816.746642
baseline,2,south_to_north_9.151,76.0,3.69,0.0,0.56,994.9,175728.130562,62.78356,56049.470541
baseline,2,north_to_south_8.275,78.0,6.08,0.0,0.23,994.9,199112.219821,75.684016,63507.664376
baseline,2,north_to_south_8.274,82.0,9.72,0.0,0.05,994.9,212508.273759,82.214103,67780.367184
baseline,2,south_to_north_9.152,75.0,3.33,0.0,0.42,994.9,165722.12151,59.912066,52857.934697
baseline,2,north_to_south_8.277,76.0,4.26,0.0,0.58,994.9,174565.506005,61.683267,55678.724483
baseline,2,north_to_south_8.278,75.0,3.23,0.0,0.76,994.9,170928.010308,61.185635,54518.42258
baseline,2,north_to_south_8.276,85.0,4.99,0.0,0.4,994.9,180174.313979,64.322725,57467.904923
baseline,2,west_to_east_11.120,119.0,47.15,38.0,0.0,994.9,295895.327455,118.834126,94379.504211
baseline,2,east_to_west_10.134,115.0,42.68,33.0,0.25,994.9,292670.919339,114.352928,93350.929522
baseline,2,east_to_west_10.133,121.0,47.13,37.0,0.88,994.9,296851.303365,118.822286,94684.475837
baseline,2,west_to_east_11.121,113.0,39.53,30.0,0.75,994.9,276785.100292,109.939733,88283.787009
baseline,2,west_to_east_11.122,108.0,36.13,26.0,0.5,994.9,268156.554021,104.803427,85531.539237
baseline,2,east_to_west_10.135,112.0,36.43,26.0,0.63,994.9,266000.213274,104.200598,84843.8472
baseline,2,west_to_east_11.123,103.0,28.65,19.0,0.25,994.9,247702.640505,96.644464,79007.268601
baseline,2,east_to_west_10.136,108.0,31.24,23.0,0.0,994.9,261628.997521,103.772947,83449.243894
baseline,2,west_to_east_11.124,98.0,26.29,16.0,0.0,994.9,242236.797841,93.45046,77263.744448
baseline,2,east_to_west_10.137,103.0,31.07,19.0,0.38,994.9,259880.313064,102.433511,82891.334244
baseline,2,west_to_east_11.125,92.0,19.48,9.0,0.75,994.9,234733.712413,89.171555,74870.168243
baseline,2,east_to_west_10.138,98.0,25.68,13.0,0.75,994.9,240757.256658,92.057326,76791.731756
baseline,2,west_to_east_11.126,87.0,15.28,5.0,0.5,994.9,217954.467993,82.528156,69518.157143
baseline,2,west_to_east_11.127,81.0,9.17,0.0,0.25,994.9,204395.124497,76.714986,65192.902426
baseline,2,east_to_west_10.139,94.0,21.91,11.0,0.13,994.9,239549.885485,93.58036,76406.309922
baseline,2,east_to_west_10.140,89.0,12.55,3.0,0.5,994.9,216165.694992,80.791125,68947.613685
baseline,2,west_to_east_11.128,77.0,4.73,0.0,0.0,994.9,175287.198651,64.761106,55908.709447
baseline,2,east_to_west_10.141,84.0,11.67,1.0,0.88,994.9,201712.918383,75.963388,64337.54969
baseline,2,east_to_west_10.142,80.0,7.75,0.0,0.25,994.9,187178.565626,69.995868,59701.511964
baseline,2,west_to_east_11.129,75.0,3.06,0.0,0.75,994.9,170892.017324,59.967119,54507.026118
baseline,2,east_to_west_10.143,78.0,3.87,0.0,0.63,994.9,177614.181388,62.653753,56651.165483
baseline,2,east_to_west_10.144,76.0,3.6,0.0,0.0,994.9,162241.741134,57.590791,51747.93985
baseline,2,west_to_east_11.130,76.0,3.55,0.0,0.5,994.9,166583.060639,59.60715,53132.589328
baseline,2,south_to_north_9.153,114.0,42.1,33.0,0.27,994.9,290362.972829,114.852933,92614.715462
baseline,2,north_to_south_8.279,113.0,41.16,32.0,0.94,994.9,280574.312064,112.262512,89492.365138
baseline,2,north_to_south_8.280,111.0,39.04,30.0,0.12,994.9,285227.338725,114.447978,90976.348164
baseline,2,south_to_north_9.154,109.0,36.74,29.0,0.13,994.9,271328.186012,108.21136,86543.062453
baseline,2,south_to_north_9.155,105.0,33.19,24.0,0.99,994.9,261292.241627,103.104866,83341.913475
baseline,2,north_to_south_8.283,104.0,32.1,22.0,0.66,994.9,253095.006812,99.728198,80727.255116
baseline,2,south_to_north_9.157,95.0,21.91,13.0,0.71,994.9,231579.281206,87.733881,73864.382341
baseline,2,north_to_south_8.282,109.0,34.43,23.0,0.48,994.9,266203.09968,104.92797,84908.351436
baseline,2,north_to_south_8.286,101.0,28.63,16.0,0.19,994.9,245052.056286,95.628748,78161.693253
baseline,2,south_to_north_9.158,95.0,17.06,6.0,0.56,994.9,216806.35099,81.787312,69152.184501
baseline,2,north_to_south_8.284,107.0,26.86,18.0,0.84,994.9,248429.722689,97.121789,79239.193675
baseline,2,south_to_north_9.156,106.0,26.11,15.0,0.85,994.9,245595.366786,93.586322,78335.259841
baseline,2,south_to_north_9.159,92.0,20.37,7.0,0.42,994.9,226428.60414,87.845299,72221.014879
baseline,2,south_to_north_9.160,87.0,14.51,1.0,0.28,994.9,228976.228068,88.013548,73033.28352
baseline,2,north_to_south_8.288,99.0,21.21,10.0,0.55,994.9,236616.080703,90.679693,75470.86105
baseline,2,north_to_south_8.291,92.0,19.59,7.0,0.09,994.9,245237.067277,95.040031,78220.119369
baseline,2,north_to_south_8.281,122.0,32.91,22.0,0.3,994.9,275220.671327,109.511803,87784.809164
baseline,2,north_to_south_8.292,91.0,18.79,4.0,0.27,994.9,246998.036562,98.647833,78781.362968
baseline,2,south_to_north_9.162,82.0,4.28,0.0,1.0,994.9,180476.978301,64.139877,57564.361229
baseline,2,north_to_south_8.285,113.0,40.57,20.0,0.02,994.9,279488.227413,110.932845,89145.573831
baseline,2,north_to_south_8.294,87.0,14.59,1.0,0.63,994.9,230537.229597,91.180101,73530.950973
baseline,2,north_to_south_8.287,108.0,36.27,16.0,0.37,994.9,281859.232347,112.202126,89901.503344
baseline,2,north_to_south_8.297,80.0,8.22,0.0,0.16,994.9,229840.94665,89.883269,73308.604755
baseline,2,south_to_north_9.164,75.0,3.2,0.0,0.71,994.9,171523.269549,61.480687,54708.279733
baseline,2,north_to_south_8.289,104.0,26.17,9.0,0.73,994.9,271325.36772,109.433952,86541.153385
baseline,2,north_to_south_8.298,79.0,7.04,0.0,0.34,994.9,212834.036206,79.464675,67884.452762
baseline,2,north_to_south_8.290,103.0,18.96,3.0,0.91,994.9,255522.989319,101.550356,81500.842774
baseline,2,south_to_north_9.163,84.0,6.24,0.0,0.85,994.9,185255.8935,66.831813,59088.616056
baseline,2,north_to_south_8.293,97.0,23.87,2.0,0.45,994.9,259301.037419,103.064526,82705.570585
baseline,2,north_to_south_8.296,88.0,7.08,0.0,0.98,994.9,198251.48838,72.810438,63233.625218
baseline,2,north_to_south_8.300,78.0,6.14,0.0,0.7,994.9,179762.351307,66.665918,57336.085724
baseline,2,north_to_south_8.295,93.0,20.48,0.0,0.81,994.9,260557.001475,102.6352,83106.019615
baseline,2,south_to_north_9.161,99.0,5.76,0.0,0.14,994.9,191523.777078,70.895774,61088.120992
baseline,2,north_to_south_8.301,77.0,4.9,0.0,0.88,994.9,187808.915164,69.105368,59902.587384
baseline,2,north_to_south_8.299,84.0,8.17,0.0,0.52,994.9,204464.498521,77.022498,65215.003401
baseline,2,south_to_north_9.165,80.0,3.94,0.0,0.57,994.9,169692.276354,58.796306,54124.59414
baseline,2,north_to_south_8.302,77.0,4.62,0.0,0.06,994.9,174137.786691,61.899507,55542.278345
baseline,2,south_to_north_9.166,76.0,3.99,0.0,0.43,994.9,171416.166235,60.084705,54674.244806
baseline,2,west_to_east_11.131,120.0,47.95,39.0,0.25,994.9,300738.263726,119.861355,95924.292574
baseline,2,east_to_west_10.146,117.0,45.04,36.0,0.75,994.9,293562.138317,116.968906,93635.24311
baseline,2,west_to_east_11.132,114.0,41.5,33.0,0.0,994.9,287880.312406,114.30678,91822.800245
baseline,2,west_to_east_11.133,109.0,37.02,28.0,0.75,994.9,276943.306443,108.884533,88334.19473
baseline,2,east_to_west_10.148,108.0,36.14,25.0,0.5,994.9,264437.553039,105.398743,84345.125919
baseline,2,east_to_west_10.150,99.0,26.91,17.0,0.25,994.9,247379.923259,94.550992,78904.284865
baseline,2,west_to_east_11.135,99.0,25.92,17.0,0.25,994.9,243352.550266,94.509509,77619.596543
baseline,2,east_to_west_10.145,128.0,46.69,37.0,0.38,994.9,302970.261127,120.159913,96636.406228
baseline,2,west_to_east_11.134,106.0,28.32,19.0,0.5,994.9,248556.415059,96.640266,79279.627961
baseline,2,east_to_west_10.147,118.0,45.67,32.0,0.13,994.9,300844.147692,120.76961,95957.635511
baseline,2,east_to_west_10.152,90.0,17.9,8.0,0.0,994.9,232071.291308,88.593158,74020.853762
baseline,2,west_to_east_11.137,88.0,16.08,5.0,0.75,994.9,212167.240078,80.968727,67672.184594
baseline,2,west_to_east_11.136,96.0,23.54,10.0,0.0,994.9,237568.283181,92.883544,75774.216112
baseline,2,east_to_west_10.149,108.0,31.72,19.0,0.88,994.9,266613.533532,105.985691,85038.922587
baseline,2,west_to_east_11.138,84.0,12.16,0.0,0.5,994.9,219253.852224,83.808044,69932.197177
baseline,2,east_to_west_10.154,80.0,7.62,0.0,0.75,994.9,198842.560308,74.794318,63421.783146
baseline,2,east_to_west_10.151,99.0,21.35,9.0,0.63,994.9,247827.565326,96.229603,79046.660231
baseline,2,east_to_west_10.155,77.0,4.55,0.0,0.13,994.9,171486.460972,62.467962,54696.495848
baseline,2,east_to_west_10.153,89.0,17.25,3.0,0.38,994.9,237188.539347,91.373998,75652.746494
baseline,2,west_to_east_11.140,76.0,3.53,0.0,0.0,994.9,165997.941647,58.935417,52945.995373
baseline,2,west_to_east_11.139,85.0,4.51,0.0,0.25,994.9,179978.517141,64.322392,57405.462958
baseline,2,east_to_west_10.156,76.0,3.88,0.0,0.5,994.9,159358.000741,56.318154,50828.184009
baseline,2,west_to_east_11.141,76.0,4.05,0.0,0.75,994.9,169949.591394,60.962982,54206.37232
baseline,2,east_to_west_10.157,75.0,3.37,0.0,0.88,994.9,172652.536781,60.902304,55068.544816
baseline,2,north_to_south_8.306,107.0,35.13,25.0,0.77,994.9,269593.057998,109.1115,85989.40122
baseline,2,south_to_north_9.169,103.0,29.04,21.0,0.0,994.9,249848.129514,97.71596,79691.5786
baseline,2,south_to_north_9.168,109.0,33.52,24.0,0.14,994.9,262560.193013,101.96027,83746.528035
baseline,2,north_to_south_8.307,107.0,34.46,24.0,0.95,994.9,266576.432592,105.697644,85027.304861
baseline,2,south_to_north_9.170,99.0,26.71,17.0,0.86,994.9,249661.244562,97.222437,79631.702682
baseline,2,north_to_south_8.303,120.0,39.77,29.0,0.24,994.9,284537.734058,111.970591,90756.844486
baseline,2,south_to_north_9.172,90.0,18.36,9.0,0.58,994.9,228913.41344,90.039701,73013.479622
baseline,2,north_to_south_8.308,107.0,32.45,23.0,0.13,994.9,258646.339702,102.329638,82497.950684
baseline,2,south_to_north_13.0,77.0,4.72,0.0,0.0,994.9,174640.190445,63.941225,55702.367915
baseline,2,north_to_south_8.304,120.0,37.73,28.0,0.42,994.9,279261.015691,110.172861,89073.773962
baseline,2,north_to_south_8.310,103.0,30.92,20.0,0.49,994.9,263351.79455,104.986012,83998.514237
baseline,2,north_to_south_8.305,119.0,36.4,27.0,0.6,994.9,271202.088493,107.471548,86503.143811
baseline,2,north_to_south_8.309,110.0,30.97,19.0,0.31,994.9,273139.25369,108.655629,87120.351734
baseline,2,north_to_south_8.312,102.0,22.97,13.0,0.85,994.9,237635.055265,91.672866,75795.976732
baseline,2,south_to_north_9.174,88.0,6.07,0.0,0.29,994.9,208245.296826,77.143853,66421.21287
baseline,2,south_to_north_9.167,125.0,32.88,21.0,0.29,994.9,268606.392666,105.549148,85675.292955
baseline,2,north_to_south_8.311,106.0,23.99,14.0,0.67,994.9,247641.610462,96.082338,78987.697584
baseline,2,north_to_south_8.314,98.0,23.59,10.0,0.21,994.9,248623.567966,95.909092,79300.647085
baseline,2,south_to_north_13.1,79.0,6.75,0.0,0.71,994.9,177153.115406,65.174421,56503.916089
baseline,2,south_to_north_9.171,106.0,33.45,13.0,0.72,994.9,255662.711513,100.491696,81545.81874
baseline,2,north_to_south_8.313,103.0,25.49,12.0,0.03,994.9,262248.699757,103.406907,83646.357718
baseline,2,north_to_south_8.316,94.0,21.98,7.0,0.56,994.9,249248.268798,96.942567,79499.459556
baseline,2,south_to_north_9.173,97.0,23.79,3.0,0.43,994.9,237099.131931,91.505955,75624.423943
baseline,2,south_to_north_13.2,76.0,3.57,0.0,0.41,994.9,173623.983197,60.301124,55378.476177
baseline,2,north_to_south_8.315,99.0,24.39,9.0,0.39,994.9,266579.186502,105.442107,85027.352113
baseline,2,north_to_south_12.0,88.0,15.75,0.0,0.0,994.9,236793.463531,91.253619,75526.670053
baseline,2,north_to_south_8.317,94.0,22.29,7.0,0.74,994.9,262458.35277,103.86932,83712.77142
baseline,2,north_to_south_12.2,84.0,6.49,0.0,0.18,994.9,189371.522496,71.075397,60401.056772
baseline,2,north_to_south_12.4,79.0,7.37,0.0,0.35,994.9,185126.363051,67.225471,59047.115168
baseline,2,north_to_south_12.5,78.0,6.03,0.0,0.44,994.9,181001.554959,66.852221,57731.354278
baseline,2,north_to_south_8.318,96.0,11.33,0.0,0.92,994.9,200623.894836,75.065071,63990.463173
baseline,2,south_to_north_13.3,79.0,3.89,0.0,0.12,994.9,168437.43663,59.74672,53724.199425
baseline,2,north_to_south_12.6,77.0,4.79,0.0,0.53,994.9,179416.319699,65.052513,57225.787966
baseline,2,north_to_south_12.1,94.0,6.68,0.0,0.09,994.9,197769.727477,72.754295,63080.218992
baseline,2,south_to_north_13.4,76.0,3.76,0.0,0.82,994.9,162776.52425,59.365047,51918.39147
baseline,2,north_to_south_12.8,75.0,3.36,0.0,0.7,994.9,178641.631145,64.818899,56978.659737
baseline,2,north_to_south_12.7,81.0,6.63,0.0,0.62,994.9,185597.596632,66.392038,59197.563144
baseline,2,east_to_west_10.158,120.0,47.81,38.0,0.25,994.9,296439.072232,119.849132,94552.862477
baseline,2,north_to_south_12.3,100.0,6.38,0.0,0.26,994.9,191738.696346,70.052473,61156.832716
baseline,2,east_to_west_10.159,116.0,40.14,31.0,0.63,994.9,287771.842352,113.179972,91788.300635
baseline,2,east_to_west_14.0,111.0,38.89,29.0,0.0,994.9,276520.247515,108.505801,88199.319591
baseline,2,west_to_east_11.142,124.0,45.72,37.0,0.5,994.9,296518.420797,118.600394,94578.304041
baseline,2,west_to_east_11.143,118.0,39.85,31.0,0.25,994.9,286447.099135,114.314068,91365.678206
baseline,2,east_to_west_14.1,107.0,34.82,23.0,0.16,994.9,264479.45476,105.248888,84358.292289
baseline,2,west_to_east_15.0,114.0,41.7,30.0,0.0,994.9,288992.832083,116.26483,92177.395481
baseline,2,west_to_east_15.1,107.0,34.56,21.0,0.53,994.9,279530.092687,109.689027,89158.908129
baseline,2,east_to_west_14.2,102.0,27.63,17.0,0.31,994.9,246164.078985,95.406076,78516.489245
baseline,2,east_to_west_14.3,97.0,23.39,11.0,0.47,994.9,252302.529837,97.924941,80473.956757
baseline,2,west_to_east_15.3,95.0,20.96,9.0,0.58,994.9,237470.743807,92.704917,75743.150479
baseline,2,east_to_west_14.4,91.0,18.76,9.0,0.62,994.9,220851.475053,82.705658,70442.46907
baseline,2,west_to_east_15.2,103.0,29.15,18.0,0.05,994.9,262908.559388,104.309769,83856.970871
baseline,2,west_to_east_15.4,91.0,19.26,7.0,0.1,994.9,233264.086363,90.999927,74401.178821
baseline,2,west_to_east_15.5,84.0,12.09,0.0,0.63,994.9,216954.055999,83.318148,69198.526882
baseline,2,east_to_west_14.5,88.0,9.47,0.0,0.78,994.9,200662.521156,76.022935,64002.454837
baseline,2,east_to_west_14.7,77.0,4.94,0.0,0.09,994.9,176602.895667,63.128009,56328.522048
baseline,2,east_to_west_14.6,84.0,7.63,0.0,0.94,994.9,192322.474827,70.950736,61342.379237
baseline,2,west_to_east_15.7,77.0,3.73,0.0,0.68,994.9,161297.043761,58.619772,51446.563527
baseline,2,east_to_west_14.8,80.0,3.81,0.0,0.25,994.9,170977.708904,60.448068,54534.486281
baseline,2,west_to_east_15.6,89.0,5.04,0.0,0.16,994.9,178676.128959,62.623971,56990.333095
baseline,2,east_to_west_14.9,76.0,3.47,0.0,0.4,994.9,172156.753789,61.462921,54910.36028
baseline,2,west_to_east_15.8,80.0,3.62,0.0,0.21,994.9,180252.368234,63.722393,57492.701659
baseline,2,south_to_north_13.6,110.0,35.84,27.0,0.24,994.9,266098.251177,102.967686,84875.212553
baseline,2,north_to_south_12.11,109.0,36.45,27.0,0.97,994.9,268456.388683,106.476209,85627.127406
baseline,2,north_to_south_12.12,108.0,36.15,26.0,0.06,994.9,268280.310364,107.518655,85570.807967
baseline,2,north_to_south_12.10,114.0,37.73,27.0,0.88,994.9,271777.223099,106.598617,86686.516813
baseline,2,south_to_north_13.8,101.0,27.71,17.0,0.65,994.9,252185.194961,96.961145,80436.913519
baseline,2,north_to_south_12.15,101.0,29.3,18.0,0.32,994.9,250303.366632,97.122241,79836.777117
baseline,2,north_to_south_12.17,97.0,25.07,14.0,0.5,994.9,243815.657426,93.558783,77767.234802
baseline,2,south_to_north_13.5,121.0,36.18,27.0,0.53,994.9,276928.920663,108.831869,88329.882891
baseline,2,north_to_south_12.18,96.0,24.06,13.0,0.58,994.9,249250.065689,96.784828,79500.444208
baseline,2,south_to_north_13.10,96.0,16.19,5.0,0.06,994.9,212584.409254,79.653275,67805.637102
baseline,2,north_to_south_12.9,123.0,37.71,26.0,0.79,994.9,268993.904974,104.708167,85799.121809
baseline,2,south_to_north_13.7,112.0,34.83,20.0,0.94,994.9,259096.700624,103.001212,82641.510297
